name_Jap,name_Eng,type,race,attribute,level,PS,atk,def,id,name_FullWidth_Jap
貪欲な壺,Pot of Avarice,SPELL,,,,,,,67169062,貪欲な壺
CNo.102 光堕天使ノーブル・デーモン,Number C102: Archfiend Seraph,MONSTER EFFECT XYZ,FAIRY,LIGHT,5,,2900,2400,67173574,ＣＮｏ.１０２ 光堕天使ノーブル・デーモン
スター・ブラスト,Star Blast,SPELL,,,,,,,67196946,スター・ブラスト
マジオシャレオン,Majioshaleon,MONSTER EFFECT,REPTILE,WATER,5,,2000,800,67211766,マジオシャレオン
SIMMタブラス,SIMM Tablir,MONSTER EFFECT,CYBERSE,DARK,5,,0,1800,67218327,ＳＩＭＭタブラス
ハンディキャップマッチ！,Double Tag Team,TRAP,,,,,,,67223587,ハンディキャップマッチ！
転生炎獣ミーア,Salamangreat Meer,MONSTER EFFECT,CYBERSE,FIRE,2,,800,600,67225377,転生炎獣ミーア
魔術の呪文書,Magic Formula,SPELL EQUIP,,,,,,,67227834,魔術の呪文書
リンク・バンパー,Link Bumper,MONSTER EFFECT LINK,CYBERSE,EARTH,2,,1400,136,67231737,リンク・バンパー
聖なる鎧 －ミラーメール－,Mirror Mail,TRAP,,,,,,,67232306,聖なる鎧 －ミラーメール－
能力吸収石,Powersink Stone,TRAP CONTINUOUS,,,,,,,67234805,能力吸収石
Kozmo－エメラルドポリス,Kozmotown,SPELL FIELD,,,,,,,67237709,Ｋｏｚｍｏ－エメラルドポリス
竜星の凶暴化,Yang Zing Brutality,TRAP,,,,,,,67249508,竜星の凶暴化
ヴェンデット・ヘルハウンド,Vendread Houndhorde,MONSTER EFFECT,ZOMBIE,DARK,3,,0,2100,67267333,ヴェンデット・ヘルハウンド
ターボ・シンクロン,Turbo Synchron,MONSTER EFFECT TUNER,MACHINE,WIND,1,,100,500,67270095,ターボ・シンクロン
イグナイト・デリンジャー,Igknight Cavalier,MONSTER NORMAL PENDULUM,WARRIOR,FIRE,5,2,2400,1200,67273917,イグナイト・デリンジャー
スケープ・ゴースト,Scapeghost,MONSTER EFFECT TUNER FLIP,ZOMBIE,DARK,1,,0,0,67284107,スケープ・ゴースト
黒羊トークン,Black Sheep Token,MONSTER NORMAL TOKEN,ZOMBIE,DARK,1,,0,0,67284108,黒羊トークン
黒羊トークン,Black Sheep Token,MONSTER NORMAL TOKEN,ZOMBIE,DARK,1,,0,0,67284109,黒羊トークン
黒羊トークン,Black Sheep Token,MONSTER NORMAL TOKEN,ZOMBIE,DARK,1,,0,0,67284110,黒羊トークン
黒羊トークン,Black Sheep Token,MONSTER NORMAL TOKEN,ZOMBIE,DARK,1,,0,0,67284111,黒羊トークン
迷宮壁－ラビリンス・ウォール－,Labyrinth Wall,MONSTER NORMAL,ROCK,EARTH,5,,0,3000,67284908,迷宮壁－ラビリンス・ウォール－
死のメッセージ「A」,"Spirit Message ""N""",SPELL CONTINUOUS,,,,,,,67287533,死のメッセージ「Ａ」
真紅眼の飛竜,Red-Eyes Wyvern,MONSTER EFFECT,DRAGON,WIND,4,,1800,1600,67300516,真紅眼の飛竜
矮星竜 プラネター,Dwarf Star Dragon Planeter,MONSTER EFFECT,DRAGON,LIGHT,4,,1700,1200,67310848,矮星竜 プラネター
堕天使ナース－レフィキュル,Darklord Nurse Reficule,MONSTER EFFECT,FAIRY,DARK,4,,1400,600,67316075,堕天使ナース－レフィキュル
機皇城,Meklord Fortress,SPELL FIELD,,,,,,,67328336,機皇城
半魚獣・フィッシャービースト,Amphibian Beast,MONSTER NORMAL,FISH,WATER,6,,2400,2000,67371383,半魚獣・フィッシャービースト
星呼びの天儀台,Celestial Observatory,SPELL,,,,,,,67378104,星呼びの天儀台
黒猫の睨み,Black Cat-astrophe,TRAP,,,,,,,67381587,黒猫の睨み
剣闘獣ノクシウス,Gladiator Beast Noxious,MONSTER EFFECT,BEASTWARRIOR,DARK,5,,0,1000,67385964,剣闘獣ノクシウス
グローアップ・バルブ,Glow-Up Bulb,MONSTER EFFECT TUNER,PLANT,EARTH,1,,100,100,67441435,グローアップ・バルブ
裁きの天秤,Balance of Judgment,TRAP,,,,,,,67443336,裁きの天秤
マツボックル,Pinecono,MONSTER EFFECT,PLANT,EARTH,1,,400,200,67445676,マツボックル
運命のドラ,Dora of Fate,TRAP,,,,,,,67464807,運命のドラ
空牙団の舵手 ヘルマー,"Helmer, Helmsman Fur Hire",MONSTER EFFECT,AQUA,WATER,3,,0,2000,67466547,空牙団の舵手 ヘルマー
救済のレイヤード,Layard the Liberator,MONSTER EFFECT,FAIRY,LIGHT,4,,1400,1500,67468948,救済のレイヤード
ジェネクス・サーチャー,Genex Searcher,MONSTER EFFECT,MACHINE,EARTH,4,,1600,400,67483216,ジェネクス・サーチャー
幻獣機ブルーインパラス,Mecha Phantom Beast Blue Impala,MONSTER EFFECT TUNER,MACHINE,WIND,3,,1400,1100,67489919,幻獣機ブルーインパラス
幻獣機トークン,Mecha Phantom Beast Token,MONSTER NORMAL TOKEN,MACHINE,WIND,3,,0,0,67489920,幻獣機トークン
地を這うドラゴン,Crawling Dragon,MONSTER NORMAL,DRAGON,EARTH,5,,1600,1400,67494157,地を這うドラゴン
占術姫クリスタルウンディーネ,Prediction Princess Crystaldine,MONSTER EFFECT FLIP,FAIRY,WATER,5,,1400,2200,67503139,占術姫クリスタルウンディーネ
時械神祖ヴルガータ,Timelord Progenitor Vorpgate,MONSTER EFFECT SYNCHRO,FAIRY,DARK,10,,0,0,67508932,時械神祖ヴルガータ
ドラゴン・ウィッチ－ドラゴンの守護者－,Lady of D.,MONSTER EFFECT,SPELLCASTER,DARK,4,,1500,1100,67511500,ドラゴン・ウィッチ－ドラゴンの守護者－
ラピッド・トリガー,Rapid Trigger,SPELL QUICKPLAY,,,,,,,67526112,ラピッド・トリガー
科学特殊兵,Science Soldier,MONSTER NORMAL,WARRIOR,DARK,3,,800,800,67532912,科学特殊兵
眠れる巨人ズシン,Zushin the Sleeping Giant,MONSTER EFFECT SPSUMMON,WARRIOR,EARTH,10,,0,0,67547370,眠れる巨人ズシン
波動竜フォノン・ドラゴン,Phonon Pulse Dragon,MONSTER EFFECT TUNER SYNCHRO,DRAGON,DARK,4,,1900,800,67556500,波動竜フォノン・ドラゴン
先史遺産マッドゴーレム・シャコウキ,Chronomaly Mud Golem,MONSTER EFFECT,ROCK,EARTH,4,,1700,1000,67559101,先史遺産マッドゴーレム・シャコウキ
剛鬼ツープラトン,Gouki Tagpartner,MONSTER EFFECT,WARRIOR,EARTH,5,,1700,0,67586735,剛鬼ツープラトン
電影の騎士ガイアセイバー,"Gaia Saber, the Lightning Shadow",MONSTER LINK,MACHINE,EARTH,3,,2600,42,67598234,電影の騎士ガイアセイバー
チキンレース,Chicken Game,SPELL FIELD,,,,,,,67616300,チキンレース
スーパースター,Hoshiningen,MONSTER EFFECT,FAIRY,LIGHT,2,,500,700,67629977,スーパースター
コンフュージョン・チャフ,Confusion Chaff,TRAP,,,,,,,67630339,コンフュージョン・チャフ
サーチライトメン,Searchlightman,MONSTER EFFECT FLIP,MACHINE,LIGHT,3,,1000,1000,67646312,サーチライトメン
,"Blackbeard, the Plunder Patroll Captain",MONSTER EFFECT LINK,FIEND,WATER,2,,1600,5,67647362,
スノーダスト・ドラゴン,Snowdust Dragon,MONSTER EFFECT,DRAGON,WATER,8,,2800,1800,67675300,スノーダスト・ドラゴン
破械神ラギア,Unchained Soul of Rage,MONSTER EFFECT LINK,FIEND,DARK,2,,1800,130,67680512,破械神ラギア
ヂェミナイ・デビル,Gemini Imps,MONSTER EFFECT,FIEND,DARK,4,,1000,1000,67688478,ヂェミナイ・デビル
クロクロークロウ,Caligo Claw Crow,MONSTER EFFECT,WINGEDBEAST,DARK,2,,900,600,67692580,クロクロークロウ
Emトリック・クラウン,Performage Trick Clown,MONSTER EFFECT,SPELLCASTER,LIGHT,4,,1600,1200,67696066,Ｅｍトリック・クラウン
海晶乙女クリスタルハート,Marincess Crystal Heart,MONSTER EFFECT LINK,CYBERSE,WATER,2,,0,5,67712104,海晶乙女クリスタルハート
緊急テレポート,Emergency Teleport,SPELL QUICKPLAY,,,,,,,67723438,緊急テレポート
デビル・ドラゴン,Koumori Dragon,MONSTER NORMAL,DRAGON,DARK,4,,1500,1200,67724379,デビル・ドラゴン
ティンダングル・アポストル,Tindangle Protector,MONSTER EFFECT FLIP,FIEND,DARK,3,,800,1600,67744384,ティンダングル・アポストル
アブソルーター・ドラゴン,Absorouter Dragon,MONSTER EFFECT,DRAGON,DARK,7,,1200,2800,67748760,アブソルーター・ドラゴン
スカル・マイスター,Skull Meister,MONSTER EFFECT,FIEND,DARK,4,,1700,400,67750322,スカル・マイスター
オッドアイズ・ミラージュ・ドラゴン,Odd-Eyes Mirage Dragon,MONSTER EFFECT PENDULUM,DRAGON,DARK,3,8,1200,600,67754901,オッドアイズ・ミラージュ・ドラゴン
キング・オブ・ビースト,King of the Beasts,MONSTER EFFECT,BEAST,EARTH,7,,2500,800,67757079,キング・オブ・ビースト
ワンダー・ワンド,Wonder Wand,SPELL EQUIP,,,,,,,67775894,ワンダー・ワンド
ブラックフェザー・シュート,Black-Winged Strafe,SPELL,,,,,,,67779172,ブラックフェザー・シュート
EMキングベアー,Performapal King Bear,MONSTER EFFECT PENDULUM,BEASTWARRIOR,EARTH,6,7,2200,1000,67808837,ＥＭキングベアー
肥大化,Massivemorph,TRAP,,,,,,,67820935,肥大化
古代の採掘機,Ancient Gear Drill,SPELL,,,,,,,67829249,古代の採掘機
星遺物に差す影,World Legacy in Shadow,SPELL FIELD,,,,,,,67831115,星遺物に差す影
マグナム・リリィ,Barrel Lily,MONSTER NORMAL,PLANT,EARTH,3,,1100,600,67841515,マグナム・リリィ
希望の魔術師,Magician of Hope,MONSTER EFFECT XYZ PENDULUM,SPELLCASTER,LIGHT,4,8,2500,2000,67865534,希望の魔術師
魔弾－ネバー・エンドルフィン,Magical Musket - Steady Hands,SPELL QUICKPLAY,,,,,,,67901914,魔弾－ネバー・エンドルフィン
ダーク・フラット・トップ,Dark Flattop,MONSTER EFFECT SYNCHRO,MACHINE,DARK,8,,0,3000,67904682,ダーク・フラット・トップ
幻獣機テザーウルフ,Mecha Phantom Beast Tetherwolf,MONSTER EFFECT,MACHINE,WIND,4,,1700,1200,67922702,幻獣機テザーウルフ
幻獣機トークン,Mecha Phantom Beast Token,MONSTER NORMAL TOKEN,MACHINE,WIND,3,,0,0,67922703,幻獣機トークン
CX 冀望皇バリアン,CXyz Barian Hope,MONSTER EFFECT XYZ,WARRIOR,LIGHT,7,,0,0,67926903,ＣＸ 冀望皇バリアン
超熱血球児,Ultimate Baseball Kid,MONSTER EFFECT,WARRIOR,FIRE,3,,500,1000,67934141,超熱血球児
罪鍵の法－シン・キー・ロウ,Corrupted Keys,TRAP,,,,,,,67949763,罪鍵の法－シン・キー・ロウ
アンブラル・ミラージュ・トークン,Umbral Horror Mirage Token,MONSTER NORMAL TOKEN,FIEND,DARK,1,,-2,0,67949764,アンブラル・ミラージュ・トークン
ヒーローハート,Hero Heart,SPELL,,,,,,,67951831,ヒーローハート
幸運の前借り,Lucky Loan,SPELL,,,,,,,67955331,幸運の前借り
スピリット・ドラゴン,Spirit Ryu,MONSTER EFFECT,DRAGON,WIND,4,,1000,1000,67957315,スピリット・ドラゴン
きまぐれの女神,Goddess of Whim,MONSTER EFFECT,FAIRY,LIGHT,3,,950,700,67959180,きまぐれの女神
神竜アクアバザル,Divine Dragon Aquabizarre,MONSTER EFFECT,SEASERPENT,WATER,5,,2100,1500,67964209,神竜アクアバザル
ジャンク・パペット,Junk Puppet,SPELL,,,,,,,67968069,ジャンク・パペット
ジェムナイト・マディラ,Gem-Knight Citrine,MONSTER EFFECT FUSION,PYRO,EARTH,7,,2200,1950,67985943,ジェムナイト・マディラ
地縛大神官,Earthbound Linewalker,MONSTER EFFECT,FIEND,DARK,4,,1200,1900,67987302,地縛大神官
アマゾネスの弩弓隊,Amazoness Archers,TRAP,,,,,,,67987611,アマゾネスの弩弓隊
サブテラーの激闘,Subterror Cave Clash,SPELL CONTINUOUS,,,,,,,68001309,サブテラーの激闘
クロス・ソウル,Soul Exchange,SPELL,,,,,,,68005187,クロス・ソウル
守護天使 ジャンヌ,Guardian Angel Joan,MONSTER EFFECT,FAIRY,LIGHT,7,,2800,2000,68007326,守護天使 ジャンヌ
失楽の聖女,Condemned Maiden,MONSTER EFFECT,FAIRY,LIGHT,4,,100,2000,68018709,失楽の聖女
魔弾の射手 カラミティ,Magical Musketeer Calamity,MONSTER EFFECT,FIEND,LIGHT,4,,1500,1300,68024506,魔弾の射手 カラミティ
夢魔の亡霊,The Gross Ghost of Fled Dreams,MONSTER NORMAL,FIEND,DARK,4,,1300,1800,68049471,夢魔の亡霊
燃える闘志,Fiery Fervor,TRAP,,,,,,,68054593,燃える闘志
カウンターマシンガンパンチ,Continuous Destruction Punch,SPELL CONTINUOUS,,,,,,,68057622,カウンターマシンガンパンチ
魂吸収,Soul Absorption,SPELL CONTINUOUS,,,,,,,68073522,魂吸収
融爆,Induced Explosion,TRAP,,,,,,,68077936,融爆
占い魔女 チーちゃん,Fortune Fairy Chee,MONSTER EFFECT,SPELLCASTER,EARTH,6,,0,0,68078978,占い魔女 チーちゃん
機械竜 パワー・ツール,Power Tool Mecha Dragon,MONSTER EFFECT SYNCHRO,MACHINE,DARK,7,,2300,2500,68084557,機械竜 パワー・ツール
スケイルモース,Scary Moth,MONSTER EFFECT,INSECT,WIND,6,,1800,2300,68087897,スケイルモース
ジャンク・ディフェンダー,Junk Defender,MONSTER EFFECT,WARRIOR,EARTH,3,,500,1800,68120130,ジャンク・ディフェンダー
オリエント・ドラゴン,Orient Dragon,MONSTER EFFECT SYNCHRO,DRAGON,WIND,6,,2300,1000,68124775,オリエント・ドラゴン
機皇帝ワイゼル∞,Meklord Emperor Wisel,MONSTER EFFECT SPSUMMON,MACHINE,DARK,1,,2500,2500,68140974,機皇帝ワイゼル∞
BK スイッチヒッター,Battlin' Boxer Switchitter,MONSTER EFFECT,WARRIOR,FIRE,4,,1500,1400,68144350,ＢＫ スイッチヒッター
マドルチェ・プロムナード,Madolche Promenade,TRAP,,,,,,,68159562,マドルチェ・プロムナード
針剣士,Stinging Swordsman,MONSTER EFFECT,WARRIOR,WIND,1,,300,600,68167124,針剣士
陽動作戦,A Feint Plan,TRAP,,,,,,,68170903,陽動作戦
ストーン・ドラゴン,Stone Dragon,MONSTER NORMAL,ROCK,EARTH,7,,2000,2300,68171737,ストーン・ドラゴン
ドラコニアの翼竜騎兵,Sky Dragoons of Draconia,MONSTER NORMAL PENDULUM,WINGEDBEAST,WIND,5,7,2200,200,68182934,ドラコニアの翼竜騎兵
甲虫装機 ダンセル,Inzektor Dragonfly,MONSTER EFFECT,INSECT,DARK,3,,1000,1800,68184115,甲虫装機 ダンセル
黒蠍団召集,Mustering of the Dark Scorpions,SPELL,,,,,,,68191243,黒蠍団召集
星遺物の機憶,World Legacy's Memory,SPELL QUICKPLAY,,,,,,,68191756,星遺物の機憶
轟の王ハール,"Hoárr, Generaider Boss of Rumbling",MONSTER EFFECT,SPELLCASTER,DARK,9,,3000,3000,68199168,轟の王ハール
宝玉獣 エメラルド・タートル,Crystal Beast Emerald Tortoise,MONSTER EFFECT,AQUA,WATER,3,,600,2000,68215963,宝玉獣 エメラルド・タートル
フレムベル・ドラグノフ,Flamvell Dragnov,MONSTER EFFECT,DRAGON,FIRE,2,,1100,200,68226653,フレムベル・ドラグノフ
魔弾の射手 ドクトル,Magical Musketeer Doc,MONSTER EFFECT,FIEND,LIGHT,3,,1400,1200,68246154,魔弾の射手 ドクトル
ロイヤルナイツ,Royal Knight,MONSTER EFFECT,FAIRY,LIGHT,3,,1300,800,68280530,ロイヤルナイツ
リンクメイル・デーモン,Linkmail Archfiend,MONSTER EFFECT LINK,CYBERSE,DARK,4,,2800,77,68295149,リンクメイル・デーモン
パンデミック・ドラゴン,Pandemic Dragon,MONSTER EFFECT,DRAGON,DARK,7,,2500,1000,68299524,パンデミック・ドラゴン
冥界の宝札,Precious Cards from Beyond,SPELL CONTINUOUS,,,,,,,68304813,冥界の宝札
宇宙砦ゴルガー,Cosmic Fortress Gol'gar,MONSTER EFFECT SYNCHRO,REPTILE,LIGHT,5,,2600,1800,68319538,宇宙砦ゴルガー
奇跡の復活,Miracle Restoring,TRAP,,,,,,,68334074,奇跡の復活
メタル・ガーディアン,Metal Guardian,MONSTER NORMAL,FIEND,DARK,5,,1150,2150,68339286,メタル・ガーディアン
素早いビーバー,Nimble Beaver,MONSTER EFFECT,BEAST,WATER,2,,400,100,68353324,素早いビーバー
デュアル・ソルジャー,Gemini Soldier,MONSTER EFFECT GEMINI,WARRIOR,WIND,2,,500,300,68366996,デュアル・ソルジャー
デーモンの将星,Archfiend Commander,MONSTER EFFECT,FIEND,DARK,6,,2500,1200,68371799,デーモンの将星
念動増幅装置,Telekinetic Charging Cell,SPELL EQUIP,,,,,,,68392533,念動増幅装置
マジェスペクター・クロウ,Majespecter Crow - Yata,MONSTER EFFECT PENDULUM,SPELLCASTER,WIND,4,5,1000,1500,68395509,マジェスペクター・クロウ
CNo.107 超銀河眼の時空龍,Number C107: Neo Galaxy-Eyes Tachyon Dragon,MONSTER EFFECT XYZ,DRAGON,LIGHT,9,,4500,3000,68396121,ＣＮｏ.１０７ 超銀河眼の時空龍
悪魔への貢物,Faustian Bargain,SPELL,,,,,,,68396778,悪魔への貢物
裸の王様,The Emperor's Holiday,TRAP CONTINUOUS,,,,,,,68400115,裸の王様
妖精の贈りもの,Fairy's Gift,MONSTER NORMAL,SPELLCASTER,LIGHT,4,,1400,1000,68401546,妖精の贈りもの
トラミッド・スフィンクス,Triamid Sphinx,MONSTER EFFECT SPSUMMON,ROCK,EARTH,10,,2500,2500,68406755,トラミッド・スフィンクス
破邪の大剣－バオウ,Wicked-Breaking Flamberge - Baou,SPELL EQUIP,,,,,,,68427465,破邪の大剣－バオウ
シューティング・ライザー・ドラゴン,Shooting Riser Dragon,MONSTER EFFECT TUNER SYNCHRO,DRAGON,LIGHT,7,,2100,1700,68431965,シューティング・ライザー・ドラゴン
A・ジェネクス・ドゥルダーク,Genex Ally Duradark,MONSTER EFFECT,MACHINE,DARK,4,,1800,200,68450517,Ａ・ジェネクス・ドゥルダーク
エクストリオの牙,Exterio's Fang,TRAP COUNTER,,,,,,,68456353,エクストリオの牙
魔法族の里,Secret Village of the Spellcasters,SPELL FIELD,,,,,,,68462976,魔法族の里
ヴァレット・トレーサー,Rokket Tracer,MONSTER EFFECT TUNER,DRAGON,DARK,4,,1600,1000,68464358,ヴァレット・トレーサー
ハードアームドラゴン,Hardened Armed Dragon,MONSTER EFFECT,DRAGON,EARTH,4,,1500,800,68473226,ハードアームドラゴン
ペンデュラム・ホール,Pendulum Hole,TRAP COUNTER,,,,,,,68477598,ペンデュラム・ホール
ジェネクス・コントローラー,Genex Controller,MONSTER NORMAL TUNER,MACHINE,DARK,3,,1400,1200,68505803,ジェネクス・コントローラー
アマゾネスペット虎獅子,Amazoness Pet Liger,MONSTER EFFECT FUSION,BEAST,EARTH,7,,2500,2400,68507541,アマゾネスペット虎獅子
ケンタウロス,Mystic Horseman,MONSTER NORMAL,BEAST,EARTH,4,,1300,1550,68516705,ケンタウロス
ファイヤー・ハンド,Fire Hand,MONSTER EFFECT,PYRO,FIRE,4,,1600,1000,68535320,ファイヤー・ハンド
メタル化・魔法反射装甲,Metalmorph,TRAP,,,,,,,68540058,メタル化・魔法反射装甲
メタル化・魔法反射装甲,Metalmorph,TRAP,,,,,,,68540059,メタル化・魔法反射装甲
スターダスト・シャオロン,Stardust Xiaolong,MONSTER EFFECT,DRAGON,LIGHT,1,,100,100,68543408,スターダスト・シャオロン
発条機甲ゼンマイスター,Wind-Up Zenmaister,MONSTER EFFECT XYZ,MACHINE,EARTH,4,,1900,1500,68597372,発条機甲ゼンマイスター
武神器－ハバキリ,Bujingi Crane,MONSTER EFFECT,WINGEDBEAST,LIGHT,4,,1600,300,68601507,武神器－ハバキリ
武神姫－アマテラス,Bujinki Amaterasu,MONSTER EFFECT XYZ,BEASTWARRIOR,LIGHT,4,,2600,2500,68618157,武神姫－アマテラス
占術姫ペタルエルフ,Prediction Princess Petalelf,MONSTER EFFECT FLIP,FAIRY,EARTH,3,,800,700,68625727,占術姫ペタルエルフ
カエルスライム,Slime Toad,MONSTER NORMAL,AQUA,WATER,2,,700,500,68638985,カエルスライム
リトル・キメラ,Little Chimera,MONSTER EFFECT,BEAST,FIRE,2,,600,550,68658728,リトル・キメラ
一点買い,Single Purchase,SPELL,,,,,,,68661341,一点買い
フォーチュンフューチャー,Fortune's Future,SPELL,,,,,,,68663748,フォーチュンフューチャー
闇竜の黒騎士,Paladin of the Cursed Dragon,MONSTER EFFECT,ZOMBIE,LIGHT,4,,1900,1200,68670547,闇竜の黒騎士
ヴァンパイアの支配,Vampire Domination,TRAP COUNTER,,,,,,,68688135,ヴァンパイアの支配
赤鬼,Red Ogre,MONSTER EFFECT,ZOMBIE,EARTH,7,,2800,2100,68722455,赤鬼
E・HERO フレイム・ブラスト,Elemental HERO Inferno,MONSTER EFFECT FUSION,PYRO,FIRE,8,,2300,1600,68745629,Ｅ・ＨＥＲＯ フレイム・ブラスト
幸運の笛吹き,Lucky Pied Piper,MONSTER EFFECT GEMINI,FAIRY,WIND,4,,1500,500,68762510,幸運の笛吹き
,"Redbeard, the Plunder Patroll Matey",MONSTER EFFECT,FIEND,WATER,4,,1000,1000,68769900,
サイバー・バリア・ドラゴン,Cyber Barrier Dragon,MONSTER EFFECT SPSUMMON,MACHINE,LIGHT,6,,800,2800,68774379,サイバー・バリア・ドラゴン
